,headline_text,clean,sensational_score
202.0,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",last five year peopl kill along u mexico border,0.038070431228723
203.0,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,state ohio one lowest unemploy rate nation right lead pack term job creation,0.08191567562746882
204.0,Says Obama health reform law denies millions access to affordable insurance.,say obama health reform law deny million access afford insur,0.08119879218517545
205.0,Says HB2 hasnt moved the needle one iota on North Carolinas economy.,say hb haunt move need one iota north carolina economi,0.01141756557726259
206.0,Close to 30% of our federal prison population consists of illegal immigrants.,close feder prison popul consist iller immigra,0.023700645341075965
207.0,Says Rick Scott called education not a core function of the state.,say rick scott call educ core function state,0.04880841791604751
208.0,"The Family Research Council, according to some government agencies, is a terrorist group.",famili research council accord govern agency terrorist group,0.04576273566230671
209.0,"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",say rep jim weiner propos bill take away health care oregon child,0.03375973229676188
210.0,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,say elect former gov tom mean largest win margin gubernatorial candid jersey histori,0.07194488028099255
211.0,Obamacare is the biggest tax increase in American history.,obamacare biggest tax increas american histori,0.06125282076497862
212.0,You ... said that Barack Obama was not ready to be commander in chief.,said barack obama ready command chief,0.012895901105492547
213.0,"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.",median male worker country seen rais inflate adjust year basic,0.04322864004070359
214.0,Milwaukee Mayor Tom Barrett has held the line on property taxes.,milwaukee mayor tom barrett held line property tax,0.08355664794165041
215.0,Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,im member hous repres rais campaign fund last elect small contribut le,0.06900203400975591
216.0,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.",unlike gridlock washington percent bill pass general assembly bipartisan support,0.05595052957340474
217.0,Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,josh mandel lie record rate ohio invest fund improv,0.031155791830350443
218.0,"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",rick scott took famili leas land drill tri hide,0.057209211326600506
219.0,On how money from a possible lease of the Ohio Turnpike would be used,money possibl leas ohio turnpike would use,0.04355509517154699
220.0,"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.",begin last dead america budget surplus billion time took offic one year deficit trillion project deficit trillion next dead,0.0664817804150466
221.0,"The president has had 1,540 of his nominations confirmed, only four defeated.",presid comin confirm four defeat,0.033677629616453486
222.0,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,u taxpayer forc fund final abdul auf trip middle east,0.06082536441805442
223.0,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",milwaukee county taxpayer paid settle lawsuit decis sheriff david clark jr use untrain correct offic rather deputy patrol lakefront,0.026750635511982424
224.0,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,justic depart police fbi director game come discuss detail feder investig close elect,0.04479852673043605
225.0,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",democrat presid consider effect creat privat sector job,0.04962544296516258
226.0,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",joe biden vote first gulf war oppos surg want parti iraq,0.011196676590425336
227.0,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,say rush limbaugh made clear hed rather see country fail presid barack obama succeed,0.06219827271459133
228.0,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,one percent american peopl make percent incom america want way george bush became presid,0.10222020797377918
229.0,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",military recruit went harvard every singl day throughout time kagan,0.038731627425035775
230.0,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",say rick peri plan text cut fund public school,0.06453274424057542
231.0,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",say david perdu want abolish u depart educ would cost georgia school billion year elimi million student loan,0.049441098303469766
232.0,The Paul Ryan budget proposal would privatize Medicare.,paul ryan budget propos would privat medical,0.06626852961353136
